participant_id,split,_STATE,SEQNO,target
53-2023019179,train,53.0,b'2023019179',0
41-2023004420,train,41.0,b'2023004420',0
45-2023009533,train,45.0,b'2023009533',0
28-2023003818,train,28.0,b'2023003818',0
44-2023004494,train,44.0,b'2023004494',0
08-2023005955,train,8.0,b'2023005955',0
53-2023024986,train,53.0,b'2023024986',0
28-2023000382,train,28.0,b'2023000382',0
30-2023005532,train,30.0,b'2023005532',0
46-2023005385,train,46.0,b'2023005385',0
25-2023009204,train,25.0,b'2023009204',0
12-2023003811,train,12.0,b'2023003811',0
15-2023002224,train,15.0,b'2023002224',0
26-2023000135,train,26.0,b'2023000135',0
53-2023013732,train,53.0,b'2023013732',0
27-2023007680,train,27.0,b'2023007680',0
55-2023010408,train,55.0,b'2023010408',0
40-2023004385,train,40.0,b'2023004385',0
31-2023010813,train,31.0,b'2023010813',0
26-2023004921,train,26.0,b'2023004921',0
45-2023004766,train,45.0,b'2023004766',0
19-2023006670,train,19.0,b'2023006670',0
56-2023002210,train,56.0,b'2023002210',0
48-2023000692,train,48.0,b'2023000692',0
26-2023002902,train,26.0,b'2023002902',0
53-2023011770,train,53.0,b'2023011770',0
17-2023004937,train,17.0,b'2023004937',0
53-2023018226,train,53.0,b'2023018226',0
12-2023006927,train,12.0,b'2023006927',0
40-2023003473,train,40.0,b'2023003473',0
51-2023006762,train,51.0,b'2023006762',0
53-2023016233,train,53.0,b'2023016233',0
53-2023005217,train,53.0,b'2023005217',0
32-2023000727,train,32.0,b'2023000727',0
24-2023003344,train,24.0,b'2023003344',0
25-2023008982,train,25.0,b'2023008982',0
51-2023003872,train,51.0,b'2023003872',0
09-2023001548,train,9.0,b'2023001548',0
56-2023002626,train,56.0,b'2023002626',0
20-2023008405,train,20.0,b'2023008405',0
26-2023009764,train,26.0,b'2023009764',1
27-2023006271,train,27.0,b'2023006271',0
72-2023002235,train,72.0,b'2023002235',0
02-2023002889,train,2.0,b'2023002889',0
16-2023001201,train,16.0,b'2023001201',0
20-2023000040,train,20.0,b'2023000040',0
33-2023004133,train,33.0,b'2023004133',0
56-2023004152,train,56.0,b'2023004152',0
31-2023008284,train,31.0,b'2023008284',0
31-2023012349,train,31.0,b'2023012349',0
02-2023002241,train,2.0,b'2023002241',0
18-2023003489,train,18.0,b'2023003489',0
26-2023008942,train,26.0,b'2023008942',0
33-2023004839,train,33.0,b'2023004839',0
32-2023001536,train,32.0,b'2023001536',0
22-2023004370,train,22.0,b'2023004370',0
72-2023002150,train,72.0,b'2023002150',0
46-2023005576,train,46.0,b'2023005576',0
15-2023002319,train,15.0,b'2023002319',0
38-2023003778,train,38.0,b'2023003778',0
53-2023020365,train,53.0,b'2023020365',0
45-2023006489,train,45.0,b'2023006489',0
25-2023009082,train,25.0,b'2023009082',0
40-2023006141,train,40.0,b'2023006141',0
37-2023000277,train,37.0,b'2023000277',0
24-2023009051,train,24.0,b'2023009051',0
39-2023001784,train,39.0,b'2023001784',0
13-2023006652,train,13.0,b'2023006652',0
54-2023003408,train,54.0,b'2023003408',0
53-2023023245,train,53.0,b'2023023245',0
27-2023005341,train,27.0,b'2023005341',0
39-2023012132,train,39.0,b'2023012132',0
23-2023009938,train,23.0,b'2023009938',0
08-2023005240,train,8.0,b'2023005240',0
26-2023004996,train,26.0,b'2023004996',0
26-2023000078,train,26.0,b'2023000078',0
53-2023020010,train,53.0,b'2023020010',0
18-2023009072,train,18.0,b'2023009072',0
23-2023005538,train,23.0,b'2023005538',0
18-2023002769,train,18.0,b'2023002769',0
46-2023002912,train,46.0,b'2023002912',0
53-2023017294,train,53.0,b'2023017294',0
05-2023004333,train,5.0,b'2023004333',0
44-2023004362,train,44.0,b'2023004362',0
30-2023003296,train,30.0,b'2023003296',0
45-2023007060,train,45.0,b'2023007060',0
39-2023005908,train,39.0,b'2023005908',0
41-2023002964,train,41.0,b'2023002964',0
53-2023023402,train,53.0,b'2023023402',0
08-2023003802,train,8.0,b'2023003802',0
55-2023011206,train,55.0,b'2023011206',0
01-2023003531,train,1.0,b'2023003531',0
33-2023003841,train,33.0,b'2023003841',0
72-2023002918,train,72.0,b'2023002918',0
50-2023007418,train,50.0,b'2023007418',0
04-2023006756,train,4.0,b'2023006756',0
39-2023012354,train,39.0,b'2023012354',0
18-2023006829,train,18.0,b'2023006829',0
13-2023007611,train,13.0,b'2023007611',0
23-2023009753,train,23.0,b'2023009753',0
16-2023005691,train,16.0,b'2023005691',0
33-2023004606,train,33.0,b'2023004606',0
18-2023010821,train,18.0,b'2023010821',0
18-2023006273,train,18.0,b'2023006273',0
29-2023007108,train,29.0,b'2023007108',0
55-2023006892,train,55.0,b'2023006892',0
38-2023001928,train,38.0,b'2023001928',0
53-2023014550,train,53.0,b'2023014550',0
45-2023008608,train,45.0,b'2023008608',0
24-2023010978,train,24.0,b'2023010978',0
17-2023002513,train,17.0,b'2023002513',0
27-2023007810,train,27.0,b'2023007810',0
11-2023002025,train,11.0,b'2023002025',0
27-2023006247,train,27.0,b'2023006247',0
27-2023005019,train,27.0,b'2023005019',0
24-2023012776,train,24.0,b'2023012776',0
22-2023002994,train,22.0,b'2023002994',0
55-2023011423,train,55.0,b'2023011423',0
49-2023005090,train,49.0,b'2023005090',0
24-2023017158,train,24.0,b'2023017158',0
11-2023002096,train,11.0,b'2023002096',0
31-2023010071,train,31.0,b'2023010071',0
15-2023004761,train,15.0,b'2023004761',0
51-2023003501,train,51.0,b'2023003501',0
40-2023001297,train,40.0,b'2023001297',0
38-2023001023,train,38.0,b'2023001023',0
53-2023011033,train,53.0,b'2023011033',0
53-2023000526,train,53.0,b'2023000526',0
49-2023002441,train,49.0,b'2023002441',0
45-2023006390,train,45.0,b'2023006390',0
16-2023002395,train,16.0,b'2023002395',0
20-2023001985,train,20.0,b'2023001985',0
30-2023006033,train,30.0,b'2023006033',0
44-2023003191,train,44.0,b'2023003191',0
51-2023005435,train,51.0,b'2023005435',0
49-2023004647,train,49.0,b'2023004647',0
15-2023007439,train,15.0,b'2023007439',0
36-2023014613,train,36.0,b'2023014613',0
48-2023007707,train,48.0,b'2023007707',0
16-2023006815,train,16.0,b'2023006815',0
06-2023010699,train,6.0,b'2023010699',0
56-2023003107,train,56.0,b'2023003107',0
46-2023002213,train,46.0,b'2023002213',0
45-2023009391,train,45.0,b'2023009391',0
24-2023009999,train,24.0,b'2023009999',0
11-2023001116,train,11.0,b'2023001116',0
55-2023006989,train,55.0,b'2023006989',0
17-2023005186,train,17.0,b'2023005186',0
19-2023001512,train,19.0,b'2023001512',0
25-2023007636,train,25.0,b'2023007636',0
18-2023006412,train,18.0,b'2023006412',0
40-2023005484,train,40.0,b'2023005484',0
45-2023000122,train,45.0,b'2023000122',0
16-2023004950,train,16.0,b'2023004950',0
72-2023003000,train,72.0,b'2023003000',0
38-2023004393,train,38.0,b'2023004393',0
51-2023006202,train,51.0,b'2023006202',0
49-2023003783,train,49.0,b'2023003783',0
53-2023023226,train,53.0,b'2023023226',0
55-2023012470,train,55.0,b'2023012470',0
35-2023002080,train,35.0,b'2023002080',0
02-2023002635,train,2.0,b'2023002635',0
13-2023002574,train,13.0,b'2023002574',0
49-2023008928,train,49.0,b'2023008928',0
49-2023009651,train,49.0,b'2023009651',0
15-2023003608,train,15.0,b'2023003608',0
08-2023006264,train,8.0,b'2023006264',0
05-2023003351,train,5.0,b'2023003351',0
50-2023005027,train,50.0,b'2023005027',1
41-2023003965,train,41.0,b'2023003965',0
44-2023001872,train,44.0,b'2023001872',0
34-2023008426,train,34.0,b'2023008426',0
22-2023004589,train,22.0,b'2023004589',0
48-2023006889,train,48.0,b'2023006889',0
04-2023009907,train,4.0,b'2023009907',0
36-2023007820,train,36.0,b'2023007820',0
09-2023009403,train,9.0,b'2023009403',0
29-2023002762,train,29.0,b'2023002762',0
13-2023008109,train,13.0,b'2023008109',0
46-2023003244,train,46.0,b'2023003244',0
48-2023003837,train,48.0,b'2023003837',0
34-2023006736,train,34.0,b'2023006736',0
19-2023007564,train,19.0,b'2023007564',0
38-2023004064,train,38.0,b'2023004064',0
49-2023002226,train,49.0,b'2023002226',0
25-2023007388,train,25.0,b'2023007388',0
27-2023013315,train,27.0,b'2023013315',0
24-2023009578,train,24.0,b'2023009578',0
47-2023003299,train,47.0,b'2023003299',0
55-2023006088,train,55.0,b'2023006088',0
08-2023007554,train,8.0,b'2023007554',0
34-2023004224,train,34.0,b'2023004224',0
08-2023002159,train,8.0,b'2023002159',0
06-2023004749,train,6.0,b'2023004749',0
36-2023008901,train,36.0,b'2023008901',0
48-2023000548,train,48.0,b'2023000548',0
48-2023004038,train,48.0,b'2023004038',0
36-2023015818,train,36.0,b'2023015818',0
36-2023009489,train,36.0,b'2023009489',0
53-2023026423,train,53.0,b'2023026423',0
40-2023004440,train,40.0,b'2023004440',0
17-2023002857,train,17.0,b'2023002857',0
37-2023002909,train,37.0,b'2023002909',0
18-2023002492,train,18.0,b'2023002492',0
24-2023005782,train,24.0,b'2023005782',0
22-2023003328,train,22.0,b'2023003328',0
49-2023007002,train,49.0,b'2023007002',0
49-2023008431,train,49.0,b'2023008431',0
22-2023001156,train,22.0,b'2023001156',0
11-2023003095,train,11.0,b'2023003095',0
44-2023004098,train,44.0,b'2023004098',0
49-2023002761,train,49.0,b'2023002761',0
31-2023005401,train,31.0,b'2023005401',0
18-2023009604,train,18.0,b'2023009604',0
54-2023004167,train,54.0,b'2023004167',0
12-2023009870,train,12.0,b'2023009870',0
31-2023012128,train,31.0,b'2023012128',0
36-2023014244,train,36.0,b'2023014244',0
13-2023007914,train,13.0,b'2023007914',0
40-2023006498,train,40.0,b'2023006498',0
78-2023001077,train,78.0,b'2023001077',0
05-2023003864,train,5.0,b'2023003864',0
15-2023006534,train,15.0,b'2023006534',0
33-2023006446,train,33.0,b'2023006446',0
46-2023003505,train,46.0,b'2023003505',0
01-2023002359,train,1.0,b'2023002359',0
31-2023006015,train,31.0,b'2023006015',0
24-2023005360,train,24.0,b'2023005360',0
04-2023009935,train,4.0,b'2023009935',0
34-2023008485,train,34.0,b'2023008485',0
15-2023003993,train,15.0,b'2023003993',0
27-2023006225,train,27.0,b'2023006225',0
16-2023005770,train,16.0,b'2023005770',0
45-2023004476,train,45.0,b'2023004476',0
29-2023002857,train,29.0,b'2023002857',0
06-2023002982,train,6.0,b'2023002982',0
31-2023004076,train,31.0,b'2023004076',0
25-2023004324,train,25.0,b'2023004324',0
11-2023001586,train,11.0,b'2023001586',0
33-2023005542,train,33.0,b'2023005542',0
20-2023007008,train,20.0,b'2023007008',0
39-2023010127,train,39.0,b'2023010127',0
72-2023003243,train,72.0,b'2023003243',0
55-2023008103,train,55.0,b'2023008103',0
12-2023000098,train,12.0,b'2023000098',0
37-2023003223,train,37.0,b'2023003223',0
48-2023005739,train,48.0,b'2023005739',0
48-2023000416,train,48.0,b'2023000416',0
04-2023004733,train,4.0,b'2023004733',0
37-2023001004,train,37.0,b'2023001004',0
31-2023007091,train,31.0,b'2023007091',0
18-2023003433,train,18.0,b'2023003433',0
22-2023004361,train,22.0,b'2023004361',0
44-2023005017,train,44.0,b'2023005017',0
15-2023005251,train,15.0,b'2023005251',0
25-2023001950,train,25.0,b'2023001950',0
23-2023009532,train,23.0,b'2023009532',0
53-2023010843,train,53.0,b'2023010843',0
53-2023018282,train,53.0,b'2023018282',0
02-2023005166,train,2.0,b'2023005166',0
26-2023007910,train,26.0,b'2023007910',0
27-2023011631,train,27.0,b'2023011631',0
24-2023017089,train,24.0,b'2023017089',0
44-2023002345,train,44.0,b'2023002345',0
50-2023004022,train,50.0,b'2023004022',0
53-2023025786,train,53.0,b'2023025786',0
38-2023002620,train,38.0,b'2023002620',0
31-2023004739,train,31.0,b'2023004739',0
50-2023001902,train,50.0,b'2023001902',1
15-2023006159,train,15.0,b'2023006159',0
06-2023008526,train,6.0,b'2023008526',0
15-2023002738,train,15.0,b'2023002738',0
08-2023004197,train,8.0,b'2023004197',0
47-2023003972,train,47.0,b'2023003972',1
09-2023001351,train,9.0,b'2023001351',0
38-2023002103,train,38.0,b'2023002103',0
44-2023002092,train,44.0,b'2023002092',0
20-2023007071,train,20.0,b'2023007071',0
53-2023000518,train,53.0,b'2023000518',0
23-2023008848,train,23.0,b'2023008848',0
48-2023002967,train,48.0,b'2023002967',0
06-2023005713,train,6.0,b'2023005713',0
30-2023004768,train,30.0,b'2023004768',0
35-2023001122,train,35.0,b'2023001122',0
06-2023011775,train,6.0,b'2023011775',0
44-2023004905,train,44.0,b'2023004905',0
09-2023006186,train,9.0,b'2023006186',0
31-2023003310,train,31.0,b'2023003310',0
23-2023005820,train,23.0,b'2023005820',0
25-2023007902,train,25.0,b'2023007902',0
31-2023009330,train,31.0,b'2023009330',0
72-2023001403,train,72.0,b'2023001403',0
12-2023010581,train,12.0,b'2023010581',0
35-2023003043,train,35.0,b'2023003043',0
30-2023002775,train,30.0,b'2023002775',0
25-2023007250,train,25.0,b'2023007250',0
27-2023005134,train,27.0,b'2023005134',0
16-2023002212,train,16.0,b'2023002212',0
45-2023000146,train,45.0,b'2023000146',0
16-2023004170,train,16.0,b'2023004170',0
47-2023000113,train,47.0,b'2023000113',0
24-2023006730,train,24.0,b'2023006730',0
04-2023011513,train,4.0,b'2023011513',0
55-2023008388,train,55.0,b'2023008388',0
06-2023000022,train,6.0,b'2023000022',0
49-2023007100,train,49.0,b'2023007100',0
19-2023002722,train,19.0,b'2023002722',0
72-2023002787,train,72.0,b'2023002787',0
53-2023015588,train,53.0,b'2023015588',0
11-2023002014,train,11.0,b'2023002014',0
25-2023007080,train,25.0,b'2023007080',0
32-2023000045,train,32.0,b'2023000045',0
27-2023015338,train,27.0,b'2023015338',0
15-2023002212,train,15.0,b'2023002212',0
53-2023014067,train,53.0,b'2023014067',0
50-2023006967,train,50.0,b'2023006967',0
16-2023003798,train,16.0,b'2023003798',0
36-2023004659,train,36.0,b'2023004659',0
49-2023004218,train,49.0,b'2023004218',0
40-2023003154,train,40.0,b'2023003154',0
05-2023003502,train,5.0,b'2023003502',0
19-2023007657,train,19.0,b'2023007657',0
29-2023004183,train,29.0,b'2023004183',0
27-2023008631,train,27.0,b'2023008631',0
53-2023011255,train,53.0,b'2023011255',0
36-2023012414,train,36.0,b'2023012414',0
24-2023009197,train,24.0,b'2023009197',0
06-2023009450,train,6.0,b'2023009450',0
53-2023012809,train,53.0,b'2023012809',0
40-2023003565,train,40.0,b'2023003565',0
39-2023006737,train,39.0,b'2023006737',0
01-2023001903,train,1.0,b'2023001903',0
29-2023004989,train,29.0,b'2023004989',0
40-2023003173,train,40.0,b'2023003173',0
06-2023009689,train,6.0,b'2023009689',0
17-2023002317,train,17.0,b'2023002317',0
29-2023006458,train,29.0,b'2023006458',0
47-2023003612,train,47.0,b'2023003612',0
16-2023003768,train,16.0,b'2023003768',0
49-2023002117,train,49.0,b'2023002117',0
23-2023004912,train,23.0,b'2023004912',0
16-2023006463,train,16.0,b'2023006463',0
53-2023018682,train,53.0,b'2023018682',1
18-2023009521,train,18.0,b'2023009521',0
48-2023008243,train,48.0,b'2023008243',0
06-2023011438,train,6.0,b'2023011438',0
09-2023002258,train,9.0,b'2023002258',0
38-2023001923,train,38.0,b'2023001923',0
28-2023001537,train,28.0,b'2023001537',0
27-2023013687,train,27.0,b'2023013687',0
53-2023017377,train,53.0,b'2023017377',0
41-2023002962,train,41.0,b'2023002962',0
44-2023001639,train,44.0,b'2023001639',0
45-2023006535,train,45.0,b'2023006535',0
40-2023002952,train,40.0,b'2023002952',0
49-2023008960,train,49.0,b'2023008960',0
17-2023002662,train,17.0,b'2023002662',0
55-2023008668,train,55.0,b'2023008668',0
09-2023002721,train,9.0,b'2023002721',0
48-2023000494,train,48.0,b'2023000494',0
25-2023002852,train,25.0,b'2023002852',0
55-2023012499,train,55.0,b'2023012499',0
16-2023001961,train,16.0,b'2023001961',0
36-2023016378,train,36.0,b'2023016378',0
49-2023000129,train,49.0,b'2023000129',0
45-2023007580,train,45.0,b'2023007580',0
39-2023010183,train,39.0,b'2023010183',0
51-2023000426,train,51.0,b'2023000426',0
01-2023001693,train,1.0,b'2023001693',0
56-2023000518,train,56.0,b'2023000518',0
53-2023015353,train,53.0,b'2023015353',0
41-2023000190,train,41.0,b'2023000190',0
53-2023011522,train,53.0,b'2023011522',0
30-2023003052,train,30.0,b'2023003052',0
17-2023004882,train,17.0,b'2023004882',0
26-2023005946,train,26.0,b'2023005946',0
19-2023004266,train,19.0,b'2023004266',0
23-2023006517,train,23.0,b'2023006517',0
28-2023002189,train,28.0,b'2023002189',0
55-2023010008,train,55.0,b'2023010008',0
02-2023003989,train,2.0,b'2023003989',0
29-2023006619,train,29.0,b'2023006619',0
46-2023001994,train,46.0,b'2023001994',0
28-2023001374,train,28.0,b'2023001374',0
48-2023006508,train,48.0,b'2023006508',0
06-2023009776,train,6.0,b'2023009776',0
32-2023001423,train,32.0,b'2023001423',0
37-2023002854,train,37.0,b'2023002854',0
10-2023001862,train,10.0,b'2023001862',0
17-2023001130,train,17.0,b'2023001130',0
27-2023011982,train,27.0,b'2023011982',0
44-2023003078,train,44.0,b'2023003078',0
06-2023004424,train,6.0,b'2023004424',0
49-2023009123,train,49.0,b'2023009123',0
28-2023002874,train,28.0,b'2023002874',0
36-2023007362,train,36.0,b'2023007362',0
26-2023008818,train,26.0,b'2023008818',1
53-2023010716,train,53.0,b'2023010716',0
29-2023003040,train,29.0,b'2023003040',0
31-2023005408,train,31.0,b'2023005408',0
12-2023005529,train,12.0,b'2023005529',0
31-2023009683,train,31.0,b'2023009683',0
29-2023004780,train,29.0,b'2023004780',0
53-2023004696,train,53.0,b'2023004696',0
54-2023001232,train,54.0,b'2023001232',0
15-2023007582,train,15.0,b'2023007582',0
48-2023002836,train,48.0,b'2023002836',0
17-2023002214,train,17.0,b'2023002214',0
36-2023002941,train,36.0,b'2023002941',0
53-2023015720,train,53.0,b'2023015720',0
23-2023009231,train,23.0,b'2023009231',0
17-2023004520,train,17.0,b'2023004520',0
31-2023004301,train,31.0,b'2023004301',0
53-2023014094,train,53.0,b'2023014094',0
17-2023002118,train,17.0,b'2023002118',0
06-2023003407,train,6.0,b'2023003407',0
16-2023002353,train,16.0,b'2023002353',0
41-2023001887,train,41.0,b'2023001887',0
06-2023006896,train,6.0,b'2023006896',0
54-2023002163,train,54.0,b'2023002163',0
26-2023006698,train,26.0,b'2023006698',0
15-2023007289,train,15.0,b'2023007289',0
47-2023002463,train,47.0,b'2023002463',0
56-2023003783,train,56.0,b'2023003783',0
27-2023008105,train,27.0,b'2023008105',0
53-2023021064,train,53.0,b'2023021064',0
34-2023003719,train,34.0,b'2023003719',0
19-2023003792,train,19.0,b'2023003792',0
34-2023005311,train,34.0,b'2023005311',0
17-2023004342,train,17.0,b'2023004342',0
49-2023004890,train,49.0,b'2023004890',0
36-2023011003,train,36.0,b'2023011003',0
27-2023013557,train,27.0,b'2023013557',0
34-2023007279,train,34.0,b'2023007279',0
41-2023002268,train,41.0,b'2023002268',0
23-2023006206,train,23.0,b'2023006206',0
36-2023014741,train,36.0,b'2023014741',0
15-2023006437,train,15.0,b'2023006437',0
34-2023007485,train,34.0,b'2023007485',0
29-2023002929,train,29.0,b'2023002929',0
37-2023002397,train,37.0,b'2023002397',0
32-2023001646,train,32.0,b'2023001646',0
39-2023012845,train,39.0,b'2023012845',0
48-2023004737,train,48.0,b'2023004737',0
23-2023008143,train,23.0,b'2023008143',0
13-2023005687,train,13.0,b'2023005687',0
19-2023003273,train,19.0,b'2023003273',0
12-2023004436,train,12.0,b'2023004436',0
50-2023003386,train,50.0,b'2023003386',0
39-2023007908,train,39.0,b'2023007908',0
12-2023004888,train,12.0,b'2023004888',1
15-2023002844,train,15.0,b'2023002844',0
48-2023008385,train,48.0,b'2023008385',0
31-2023007761,train,31.0,b'2023007761',0
56-2023001923,train,56.0,b'2023001923',0
22-2023001771,train,22.0,b'2023001771',0
30-2023006100,train,30.0,b'2023006100',0
19-2023008678,train,19.0,b'2023008678',0
49-2023002505,train,49.0,b'2023002505',0
18-2023006821,train,18.0,b'2023006821',0
06-2023007214,train,6.0,b'2023007214',0
53-2023012450,train,53.0,b'2023012450',0
31-2023011476,train,31.0,b'2023011476',0
16-2023002413,train,16.0,b'2023002413',0
06-2023004950,train,6.0,b'2023004950',1
51-2023000564,train,51.0,b'2023000564',0
53-2023012573,train,53.0,b'2023012573',0
15-2023007128,train,15.0,b'2023007128',0
36-2023014993,train,36.0,b'2023014993',0
44-2023001442,train,44.0,b'2023001442',0
44-2023001796,train,44.0,b'2023001796',0
55-2023007169,train,55.0,b'2023007169',0
36-2023013470,train,36.0,b'2023013470',0
53-2023022590,train,53.0,b'2023022590',0
53-2023008222,train,53.0,b'2023008222',0
34-2023006962,train,34.0,b'2023006962',0
20-2023002276,train,20.0,b'2023002276',0
01-2023003410,train,1.0,b'2023003410',0
37-2023003477,train,37.0,b'2023003477',0
46-2023002408,train,46.0,b'2023002408',0
32-2023002394,train,32.0,b'2023002394',0
29-2023002917,train,29.0,b'2023002917',0
50-2023007203,train,50.0,b'2023007203',0
12-2023011187,train,12.0,b'2023011187',0
31-2023009790,train,31.0,b'2023009790',0
11-2023001902,train,11.0,b'2023001902',0
28-2023000804,train,28.0,b'2023000804',0
18-2023002959,train,18.0,b'2023002959',0
26-2023003908,train,26.0,b'2023003908',0
20-2023009032,train,20.0,b'2023009032',0
49-2023009443,train,49.0,b'2023009443',0
51-2023005553,train,51.0,b'2023005553',0
13-2023008094,train,13.0,b'2023008094',0
27-2023004222,train,27.0,b'2023004222',0
20-2023003833,train,20.0,b'2023003833',0
31-2023010878,train,31.0,b'2023010878',0
36-2023017107,train,36.0,b'2023017107',0
48-2023007130,train,48.0,b'2023007130',0
27-2023011386,train,27.0,b'2023011386',0
41-2023003447,train,41.0,b'2023003447',0
27-2023006487,train,27.0,b'2023006487',0
36-2023005882,train,36.0,b'2023005882',0
20-2023005450,train,20.0,b'2023005450',0
55-2023010999,train,55.0,b'2023010999',0
18-2023010857,train,18.0,b'2023010857',0
24-2023015817,train,24.0,b'2023015817',0
15-2023005143,train,15.0,b'2023005143',0
48-2023003175,train,48.0,b'2023003175',0
06-2023011834,train,6.0,b'2023011834',0
15-2023003786,train,15.0,b'2023003786',0
48-2023006473,train,48.0,b'2023006473',0
02-2023004801,train,2.0,b'2023004801',0
26-2023007514,train,26.0,b'2023007514',0
13-2023003592,train,13.0,b'2023003592',0
09-2023008338,train,9.0,b'2023008338',0
36-2023009344,train,36.0,b'2023009344',0
46-2023003270,train,46.0,b'2023003270',0
18-2023004145,train,18.0,b'2023004145',0
06-2023004413,train,6.0,b'2023004413',0
36-2023005843,train,36.0,b'2023005843',0
53-2023004835,train,53.0,b'2023004835',0
72-2023004411,train,72.0,b'2023004411',0
55-2023005795,train,55.0,b'2023005795',0
19-2023004683,train,19.0,b'2023004683',0
09-2023004379,train,9.0,b'2023004379',0
23-2023010029,train,23.0,b'2023010029',0
49-2023004072,train,49.0,b'2023004072',0
40-2023000001,train,40.0,b'2023000001',0
53-2023023100,train,53.0,b'2023023100',0
23-2023004584,train,23.0,b'2023004584',0
54-2023001639,train,54.0,b'2023001639',0
16-2023003725,train,16.0,b'2023003725',0
26-2023006697,train,26.0,b'2023006697',0
39-2023011404,train,39.0,b'2023011404',0
31-2023011949,train,31.0,b'2023011949',0
12-2023008448,train,12.0,b'2023008448',0
46-2023003478,train,46.0,b'2023003478',0
36-2023016618,train,36.0,b'2023016618',0
37-2023002431,train,37.0,b'2023002431',0
24-2023014838,train,24.0,b'2023014838',0
02-2023001687,train,2.0,b'2023001687',0
25-2023001489,train,25.0,b'2023001489',0
37-2023000215,train,37.0,b'2023000215',0
55-2023010315,train,55.0,b'2023010315',0
53-2023021523,train,53.0,b'2023021523',0
18-2023010459,train,18.0,b'2023010459',0
15-2023000039,train,15.0,b'2023000039',0
37-2023003454,train,37.0,b'2023003454',0
18-2023010889,train,18.0,b'2023010889',0
19-2023001213,train,19.0,b'2023001213',0
54-2023002513,train,54.0,b'2023002513',0
27-2023009201,train,27.0,b'2023009201',0
53-2023018110,train,53.0,b'2023018110',0
45-2023008222,train,45.0,b'2023008222',0
20-2023005020,train,20.0,b'2023005020',0
06-2023002285,train,6.0,b'2023002285',0
34-2023002956,train,34.0,b'2023002956',1
19-2023006740,train,19.0,b'2023006740',0
55-2023010245,train,55.0,b'2023010245',0
27-2023011730,train,27.0,b'2023011730',0
49-2023008223,train,49.0,b'2023008223',0
19-2023004858,train,19.0,b'2023004858',0
33-2023004337,train,33.0,b'2023004337',0
17-2023002534,train,17.0,b'2023002534',0
30-2023003854,train,30.0,b'2023003854',0
49-2023000061,train,49.0,b'2023000061',0
55-2023007918,train,55.0,b'2023007918',0
53-2023006206,train,53.0,b'2023006206',0
29-2023006987,train,29.0,b'2023006987',0
18-2023006995,train,18.0,b'2023006995',0
31-2023012769,train,31.0,b'2023012769',0
56-2023000098,train,56.0,b'2023000098',0
48-2023009733,train,48.0,b'2023009733',0
36-2023017206,train,36.0,b'2023017206',0
39-2023012077,train,39.0,b'2023012077',0
72-2023000269,train,72.0,b'2023000269',0
50-2023005011,train,50.0,b'2023005011',0
18-2023002773,train,18.0,b'2023002773',0
54-2023002009,train,54.0,b'2023002009',0
26-2023007332,train,26.0,b'2023007332',0
39-2023008827,train,39.0,b'2023008827',0
25-2023005571,train,25.0,b'2023005571',0
18-2023005919,train,18.0,b'2023005919',0
20-2023007749,train,20.0,b'2023007749',0
19-2023006616,train,19.0,b'2023006616',0
20-2023007812,train,20.0,b'2023007812',0
27-2023009667,train,27.0,b'2023009667',0
45-2023000167,train,45.0,b'2023000167',0
04-2023007835,train,4.0,b'2023007835',0
34-2023008274,train,34.0,b'2023008274',0
53-2023019857,train,53.0,b'2023019857',0
31-2023012524,train,31.0,b'2023012524',0
48-2023000246,train,48.0,b'2023000246',0
04-2023007453,train,4.0,b'2023007453',0
19-2023005482,train,19.0,b'2023005482',0
30-2023002598,train,30.0,b'2023002598',0
48-2023000193,train,48.0,b'2023000193',0
40-2023001745,train,40.0,b'2023001745',0
48-2023000874,train,48.0,b'2023000874',0
17-2023003629,train,17.0,b'2023003629',0
49-2023003102,train,49.0,b'2023003102',0
53-2023018239,train,53.0,b'2023018239',0
31-2023010055,train,31.0,b'2023010055',0
30-2023004923,train,30.0,b'2023004923',0
36-2023008161,train,36.0,b'2023008161',0
53-2023005783,train,53.0,b'2023005783',0
04-2023003462,train,4.0,b'2023003462',0
08-2023006918,train,8.0,b'2023006918',0
45-2023003122,train,45.0,b'2023003122',0
16-2023003769,train,16.0,b'2023003769',0
18-2023007902,train,18.0,b'2023007902',0
15-2023003103,train,15.0,b'2023003103',0
53-2023000248,train,53.0,b'2023000248',0
38-2023001695,train,38.0,b'2023001695',0
06-2023008404,train,6.0,b'2023008404',0
01-2023001770,train,1.0,b'2023001770',0
25-2023002283,train,25.0,b'2023002283',0
10-2023001354,train,10.0,b'2023001354',0
27-2023000081,train,27.0,b'2023000081',0
04-2023011286,train,4.0,b'2023011286',0
35-2023002275,train,35.0,b'2023002275',0
32-2023002192,train,32.0,b'2023002192',0
25-2023002386,train,25.0,b'2023002386',0
27-2023003509,train,27.0,b'2023003509',0
06-2023003464,train,6.0,b'2023003464',0
30-2023005293,train,30.0,b'2023005293',0
06-2023011197,train,6.0,b'2023011197',0
16-2023004840,train,16.0,b'2023004840',0
25-2023007654,train,25.0,b'2023007654',0
35-2023001285,train,35.0,b'2023001285',0
36-2023006754,train,36.0,b'2023006754',0
15-2023005414,train,15.0,b'2023005414',0
06-2023005618,train,6.0,b'2023005618',0
41-2023002664,train,41.0,b'2023002664',0
25-2023004079,train,25.0,b'2023004079',0
